METER_NO,DATE,PMAX_KW
2510203105,2026-03-23,56.8
2510203106,2026-03-23,3.2
2510203108,2026-03-23,87.52
2510203109,2026-03-23,45.12
2510203111,2026-03-23,42.52
2510203113,2026-03-23,208
2510203114,2026-03-23,151.32
2510203115,2026-03-23,29.44
2510203117,2026-03-23,38.96
2510203118,2026-03-23,47.36
2510203119,2026-03-23,1.52
2510203120,2026-03-23,148.96
2510203121,2026-03-23,60.6
2510203122,2026-03-23,9.12
2510203123,2026-03-23,48.16
2510203124,2026-03-23,545.6
2510203127,2026-03-23,20.6
2510203128,2026-03-23,664.5
2510203132,2026-03-23,40.28
2510203133,2026-03-23,8.48
2510203134,2026-03-23,2.24
2510224049,2026-03-23,22.23
2510224167,2026-03-23,15.53
2510317505,2026-03-23,20.74
2510317537,2026-03-23,2.15
2510389559,2026-03-23,0
2510389643,2026-03-23,14.28
2510389931,2026-03-23,12.68
2510633381,2026-03-23,42.88
2510633385,2026-03-23,21.36
2510633386,2026-03-23,69
2510633391,2026-03-23,14.8
2510633393,2026-03-23,794.4
2510633395,2026-03-23,18.88
2510633396,2026-03-23,105.6
2510633397,2026-03-23,63.84
2510633399,2026-03-23,87.6
2510633400,2026-03-23,167.2
2510633402,2026-03-23,22.5
2510633406,2026-03-23,15.6
2510633410,2026-03-23,23.76
2510633411,2026-03-23,712
2610026952,2026-03-23,7.4
2610026976,2026-03-23,13.62
2246006313,2026-03-24,4.24
2310396105,2026-03-24,401.44
2310396106,2026-03-24,315.6
2310396107,2026-03-24,612
2310396108,2026-03-24,23.92
2310396110,2026-03-24,342.72
2310396111,2026-03-24,248
2410121326,2026-03-24,117
2410121353,2026-03-24,74.24
2410121371,2026-03-24,50.72
2410121424,2026-03-24,3
2410121454,2026-03-24,65.76
2410121457,2026-03-24,49.92
2410121574,2026-03-24,192.8
2410131378,2026-03-24,87.6
2410131383,2026-03-24,56
2410131384,2026-03-24,283.6
2410131387,2026-03-24,101.4
2410131547,2026-03-24,21.37
2410320615,2026-03-24,2231.6
2410883991,2026-03-24,20.5
2410883993,2026-03-24,46.68
2410883994,2026-03-24,6.4
2410932742,2026-03-24,560.64
2411087432,2026-03-24,49.72
2411087433,2026-03-24,65.5
2411290205,2026-03-24,522.96
2510014481,2026-03-24,202
2510014482,2026-03-24,52.84
2510014483,2026-03-24,10.2
2510014484,2026-03-24,199.52
2510178139,2026-03-24,36.3
2510178140,2026-03-24,67.7
2510203103,2026-03-24,210
2510203104,2026-03-24,193.12
2510203105,2026-03-24,61.4
2510203106,2026-03-24,3.1
2510203108,2026-03-24,94
2510203109,2026-03-24,44.64
2510203111,2026-03-24,42.92
2510203113,2026-03-24,247.84
2510203114,2026-03-24,151.08
2510203115,2026-03-24,32.84
2510203117,2026-03-24,42.32
2510203118,2026-03-24,42.88
2510203119,2026-03-24,1.92
2510203120,2026-03-24,161.28
2510203121,2026-03-24,51.5
2510203122,2026-03-24,12.96
2510203123,2026-03-24,42.2
2510203124,2026-03-24,464.8
2510203127,2026-03-24,25.12
2510203128,2026-03-24,663
2510203132,2026-03-24,44.52
2510203133,2026-03-24,8.28
2510203134,2026-03-24,2.56
2510224049,2026-03-24,21.8
2510224167,2026-03-24,15.56
2510317505,2026-03-24,20.75
2510317537,2026-03-24,2.21
2510389559,2026-03-24,0
2510389643,2026-03-24,15.84
2510389931,2026-03-24,12.68
2510633381,2026-03-24,23.04
2510633385,2026-03-24,22.08
2510633386,2026-03-24,72
2510633391,2026-03-24,12.7
2510633393,2026-03-24,704.4
2510633395,2026-03-24,21.8
2510633396,2026-03-24,107.2
2510633397,2026-03-24,18
2510633399,2026-03-24,96.6
2510633400,2026-03-24,160.8
2510633402,2026-03-24,56.1
2510633406,2026-03-24,15.6
2510633410,2026-03-24,25.5
2510633411,2026-03-24,695.2
2610026952,2026-03-24,35.4
2610026976,2026-03-24,13.5
2246006313,2026-03-25,4.24
2310396105,2026-03-25,369.44
2310396106,2026-03-25,302.8
2310396107,2026-03-25,1830
2310396108,2026-03-25,35.16
2310396110,2026-03-25,380.32
2310396111,2026-03-25,242.72
2410121326,2026-03-25,127.2
2410121353,2026-03-25,54.72
2410121371,2026-03-25,55.36
2410121424,2026-03-25,4.2
2410121454,2026-03-25,75.2
2410121457,2026-03-25,57.92
2410121574,2026-03-25,209.6
2410131378,2026-03-25,108
2410131383,2026-03-25,82.4
2410131384,2026-03-25,286.8
2410131387,2026-03-25,99.6
2410131547,2026-03-25,21.62
2410320615,2026-03-25,2169.3
2410883991,2026-03-25,81.2
2410883993,2026-03-25,41.76
2410883994,2026-03-25,8
2410932742,2026-03-25,670.8
2411087432,2026-03-25,37.64
2411087433,2026-03-25,61
2411290205,2026-03-25,740.88
2510014481,2026-03-25,186.8
2510014482,2026-03-25,58.36
2510014483,2026-03-25,11.4
2510014484,2026-03-25,198.4
2510178139,2026-03-25,60.3
2510178140,2026-03-25,52.94
2510203103,2026-03-25,191.6
2510203104,2026-03-25,151.04
2510203105,2026-03-25,40.6
2510203106,2026-03-25,3.1
2510203108,2026-03-25,104.48
2510203109,2026-03-25,38.08
2510203111,2026-03-25,42.76
2510203113,2026-03-25,219.04
2510203114,2026-03-25,101.64
2510203115,2026-03-25,34
2510203117,2026-03-25,31.84
2510203118,2026-03-25,30.72
2510203119,2026-03-25,2
2510203120,2026-03-25,163.2
2510203121,2026-03-25,43.1
2510203122,2026-03-25,14.12
2510203123,2026-03-25,50.32
2510203124,2026-03-25,462.4
2510203127,2026-03-25,33.56
2510203128,2026-03-25,671
2510203129,2026-03-25,0
2510203132,2026-03-25,45.16
2510203133,2026-03-25,8.4
2510203134,2026-03-25,3.52
2510224049,2026-03-25,22.3
2510224167,2026-03-25,15.45
2510317505,2026-03-25,20.74
2510317537,2026-03-25,2.16
2510389559,2026-03-25,0
2510389643,2026-03-25,17.04
2510389931,2026-03-25,12.74
2510633381,2026-03-25,24.96
2510633385,2026-03-25,30.3
2510633386,2026-03-25,91.5
2510633391,2026-03-25,18.9
2510633393,2026-03-25,743.4
2510633395,2026-03-25,21.6
2510633396,2026-03-25,108
2510633397,2026-03-25,31.2
2510633399,2026-03-25,99
2510633400,2026-03-25,168
2510633402,2026-03-25,40.8
2510633406,2026-03-25,15.54
2510633410,2026-03-25,29.04
2510633411,2026-03-25,711.2
2610026952,2026-03-25,61
2610026976,2026-03-25,20.58
2246006313,2026-03-26,4.16
2310396105,2026-03-26,364.16
2310396106,2026-03-26,291.2
2310396107,2026-03-26,1812
2310396108,2026-03-26,22.56
2310396110,2026-03-26,331.52
2310396111,2026-03-26,271.68
2410121326,2026-03-26,101.4
2410121353,2026-03-26,69.76
2410121371,2026-03-26,53.12
2410121424,2026-03-26,2.88
2410121454,2026-03-26,78.56
2410121457,2026-03-26,49.92
2410121574,2026-03-26,205.6
2410131378,2026-03-26,97.6
2410131383,2026-03-26,49.6
2410131384,2026-03-26,285
2410131387,2026-03-26,139.2
2410131547,2026-03-26,13.19
2410320615,2026-03-26,2182.6
2410883991,2026-03-26,35
2410883993,2026-03-26,43.5
2410883994,2026-03-26,7.04
2410932742,2026-03-26,626.64
2411087432,2026-03-26,46.76
2411087433,2026-03-26,64.5
2411290205,2026-03-26,796.8
2510014481,2026-03-26,173.92
2510014482,2026-03-26,39.04
2510014483,2026-03-26,9.9
2510014484,2026-03-26,190.08
2510178139,2026-03-26,45.6
2510178140,2026-03-26,49.58
2510203103,2026-03-26,196
2510203104,2026-03-26,156.64
2510203105,2026-03-26,82.6
2510203106,2026-03-26,3.3
2510203108,2026-03-26,66.24
2510203109,2026-03-26,39.36
2510203111,2026-03-26,42.36
2510203113,2026-03-26,218.56
2510203114,2026-03-26,96.12
2510203115,2026-03-26,51.76
2510203117,2026-03-26,31.2
2510203118,2026-03-26,51.2
2510203119,2026-03-26,2.48
2510203120,2026-03-26,149.76
2510203121,2026-03-26,54.8
2510203122,2026-03-26,11.4
2510203123,2026-03-26,43.16
2510203124,2026-03-26,394.4
2510203127,2026-03-26,27.72
2510203128,2026-03-26,667
2510203129,2026-03-26,0
2510203132,2026-03-26,50.16
2510203133,2026-03-26,8.44
2510203134,2026-03-26,3.52
2510224049,2026-03-26,21.82
2510224167,2026-03-26,15.47
2510317505,2026-03-26,20.74
2510317537,2026-03-26,2.16
2510389559,2026-03-26,0
2510389643,2026-03-26,17.01
2510389931,2026-03-26,12.71
2510633381,2026-03-26,21.12
2510633385,2026-03-26,30.18
2510633386,2026-03-26,57.5
2510633391,2026-03-26,15.9
2510633393,2026-03-26,697.2
2510633395,2026-03-26,23.84
2510633396,2026-03-26,100.4
2510633397,2026-03-26,26.88
2510633399,2026-03-26,84
2510633400,2026-03-26,128
2510633402,2026-03-26,25.5
2510633406,2026-03-26,15.54
2510633410,2026-03-26,31.56
2510633411,2026-03-26,733.6
2610026952,2026-03-26,11.4
2610026976,2026-03-26,19.68
2246006313,2026-03-27,4.36
2310396105,2026-03-27,392.64
2310396106,2026-03-27,343.6
2310396107,2026-03-27,1749
2310396108,2026-03-27,22.44
2310396110,2026-03-27,344.32
2310396111,2026-03-27,267.36
2410121326,2026-03-27,105
2410121353,2026-03-27,55.52
2410121371,2026-03-27,65.28
2410121424,2026-03-27,9.48
2410121454,2026-03-27,76.96
2410121457,2026-03-27,57.92
2410121574,2026-03-27,173.12
2410131378,2026-03-27,111.2
2410131383,2026-03-27,56
2410131384,2026-03-27,263
2410131387,2026-03-27,67.8
2410131547,2026-03-27,13.58
2410320615,2026-03-27,2052.4
2410883991,2026-03-27,39.4
2410883993,2026-03-27,45.96
2410883994,2026-03-27,8.32
2410932742,2026-03-27,598.56
2411087432,2026-03-27,48.16
2411087433,2026-03-27,69.5
2411290205,2026-03-27,728.4
2510014481,2026-03-27,172.32
2510014482,2026-03-27,48.96
2510014483,2026-03-27,11.1
2510014484,2026-03-27,204.32
2510178139,2026-03-27,47.1
2510178140,2026-03-27,58.94
2510203103,2026-03-27,230.4
2510203104,2026-03-27,161.76
2510203105,2026-03-27,79.4
2510203106,2026-03-27,3.2
2510203108,2026-03-27,91.12
2510203109,2026-03-27,41.92
2510203111,2026-03-27,42.96
2510203113,2026-03-27,210.72
2510203114,2026-03-27,114.24
2510203115,2026-03-27,52.96
2510203117,2026-03-27,31.44
2510203118,2026-03-27,37.76
2510203119,2026-03-27,0.84
2510203120,2026-03-27,141.28
2510203121,2026-03-27,36
2510203122,2026-03-27,11
2510203123,2026-03-27,50.68
2510203124,2026-03-27,343.2
2510203127,2026-03-27,14.84
2510203128,2026-03-27,667
2510203129,2026-03-27,0
2510203132,2026-03-27,37.68
2510203133,2026-03-27,6.68
2510203134,2026-03-27,2.24
2510224049,2026-03-27,21.77
2510224167,2026-03-27,15.46
2510317505,2026-03-27,20.74
2510317537,2026-03-27,2.23
2510389559,2026-03-27,0
2510389643,2026-03-27,14.25
2510389931,2026-03-27,12.7
2510633381,2026-03-27,24.96
2510633385,2026-03-27,17.58
2510633386,2026-03-27,55.5
2510633391,2026-03-27,12
2510633393,2026-03-27,705
2510633395,2026-03-27,26.76
2510633396,2026-03-27,106.8
2510633397,2026-03-27,24.96
2510633399,2026-03-27,83.4
2510633400,2026-03-27,147.2
2510633402,2026-03-27,13.5
2510633406,2026-03-27,15.54
2510633410,2026-03-27,25.98
2510633411,2026-03-27,744.8
2610026952,2026-03-27,547.8
2610026976,2026-03-27,55.5
2246006313,2026-03-28,4.16
2310396105,2026-03-28,411.2
2310396106,2026-03-28,320.8
2310396107,2026-03-28,747
2310396108,2026-03-28,34.2
2310396110,2026-03-28,396.64
2310396111,2026-03-28,263.04
2410121326,2026-03-28,26.6
2410121353,2026-03-28,38.56
2410121371,2026-03-28,3.2
2410121424,2026-03-28,11.16
2410121454,2026-03-28,76.8
2410121457,2026-03-28,53.6
2410121574,2026-03-28,182.88
2410131378,2026-03-28,102
2410131383,2026-03-28,61.2
2410131384,2026-03-28,294.4
2410131387,2026-03-28,37.8
2410131547,2026-03-28,25.17
2410320615,2026-03-28,2124.5
2410883991,2026-03-28,35.6
2410883993,2026-03-28,44.04
2410883994,2026-03-28,8.32
2410932742,2026-03-28,603.84
2411087432,2026-03-28,1.64
2411087433,2026-03-28,80
2411290205,2026-03-28,646.32
2510014481,2026-03-28,178.4
2510014482,2026-03-28,0.48
2510014483,2026-03-28,7.8
2510014484,2026-03-28,184.8
2510178139,2026-03-28,57
2510178140,2026-03-28,59.56
2510203103,2026-03-28,203.6
2510203104,2026-03-28,150.56
2510203105,2026-03-28,64.2
2510203106,2026-03-28,3.1
2510203108,2026-03-28,62.48
2510203109,2026-03-28,43.84
2510203111,2026-03-28,42.64
2510203113,2026-03-28,238.72
2510203114,2026-03-28,94.44
2510203115,2026-03-28,32.52
2510203117,2026-03-28,30
2510203118,2026-03-28,33.92
2510203119,2026-03-28,2.88
2510203120,2026-03-28,153.12
2510203121,2026-03-28,37.3
2510203122,2026-03-28,1.24
2510203123,2026-03-28,43.04
2510203124,2026-03-28,406.4
2510203127,2026-03-28,28.24
2510203128,2026-03-28,663
2510203129,2026-03-28,0
2510203132,2026-03-28,38.72
2510203133,2026-03-28,1.08
2510203134,2026-03-28,2.24
2510224049,2026-03-28,21.78
2510224167,2026-03-28,15.52
2510317505,2026-03-28,20.76
2510317537,2026-03-28,2.14
2510389559,2026-03-28,0
2510389643,2026-03-28,15.69
2510389931,2026-03-28,12.69
2510633381,2026-03-28,23.36
2510633385,2026-03-28,19.14
2510633386,2026-03-28,62.5
2510633391,2026-03-28,15.9
2510633393,2026-03-28,712.2
2510633395,2026-03-28,19.16
2510633396,2026-03-28,103.6
2510633397,2026-03-28,18.24
2510633399,2026-03-28,95.4
2510633400,2026-03-28,98.4
2510633402,2026-03-28,15.9
2510633406,2026-03-28,15.42
2510633410,2026-03-28,26.58
2510633411,2026-03-28,684
2610026952,2026-03-28,559
2610026976,2026-03-28,127.38
2246006313,2026-03-29,4.04
2310396105,2026-03-29,317.92
2310396106,2026-03-29,85.2
2310396107,2026-03-29,591
2310396108,2026-03-29,20.76
2310396110,2026-03-29,158.24
2310396111,2026-03-29,261.44
2410121326,2026-03-29,5.4
2410121353,2026-03-29,10.24
2410121371,2026-03-29,3.36
2410121424,2026-03-29,11.76
2410121454,2026-03-29,34.4
2410121457,2026-03-29,71.2
2410121574,2026-03-29,19.36
2410131378,2026-03-29,56.4
2410131383,2026-03-29,11.6
2410131384,2026-03-29,246.8
2410131387,2026-03-29,26.4
2410131547,2026-03-29,29.78
2410320615,2026-03-29,814.8
2410883991,2026-03-29,13
2410883993,2026-03-29,42.3
2410883994,2026-03-29,6.08
2410932742,2026-03-29,739.68
2411087432,2026-03-29,1.56
2411087433,2026-03-29,38
2411290205,2026-03-29,62.88
2510014481,2026-03-29,144.48
2510014482,2026-03-29,3.28
2510014483,2026-03-29,9
2510014484,2026-03-29,13.76
2510178139,2026-03-29,53.1
2510178140,2026-03-29,60.14
2510178141,2026-03-29,0.84
2510203103,2026-03-29,171.2
2510203104,2026-03-29,65.28
2510203105,2026-03-29,28.1
2510203106,2026-03-29,3.1
2510203108,2026-03-29,90.8
2510203109,2026-03-29,8.16
2510203111,2026-03-29,40.2
2510203113,2026-03-29,145.76
2510203114,2026-03-29,55.44
2510203115,2026-03-29,29.84
2510203117,2026-03-29,30
2510203118,2026-03-29,3.84
2510203119,2026-03-29,1.6
2510203120,2026-03-29,87.04
2510203121,2026-03-29,38.6
2510203122,2026-03-29,1
2510203123,2026-03-29,17.24
2510203124,2026-03-29,385.6
2510203127,2026-03-29,0.92
2510203128,2026-03-29,655.5
2510203132,2026-03-29,29.76
2510203133,2026-03-29,0.96
2510203134,2026-03-29,2.24
2510224049,2026-03-29,21.66
2510224167,2026-03-29,13.99
2510317505,2026-03-29,20.78
2510317537,2026-03-29,2.34
2510389559,2026-03-29,0
2510389643,2026-03-29,14.23
2510389931,2026-03-29,12.69
2510633381,2026-03-29,24.64
2510633383,2026-03-29,0.68
2510633385,2026-03-29,18.36
2510633386,2026-03-29,8
2510633391,2026-03-29,0
2510633393,2026-03-29,532.8
2510633395,2026-03-29,23.96
2510633396,2026-03-29,84
2510633397,2026-03-29,15.6
2510633399,2026-03-29,117
2510633400,2026-03-29,130.4
2510633402,2026-03-29,6.6
2510633406,2026-03-29,14.04
2510633410,2026-03-29,20.58
2510633411,2026-03-29,669.6
2610026952,2026-03-29,38.8
2610026976,2026-03-29,57.3
2246006313,2026-03-30,4.28
2310396105,2026-03-30,432.64
2310396106,2026-03-30,313.2
2310396107,2026-03-30,1524
2310396108,2026-03-30,33.68
2310396110,2026-03-30,380.16
2310396111,2026-03-30,194.08
2410121326,2026-03-30,105.4
2410121353,2026-03-30,51.2
2410121371,2026-03-30,8.8
2410121424,2026-03-30,14.52
2410121454,2026-03-30,75.68
2410121457,2026-03-30,60.8
2410121574,2026-03-30,207.36
2410131378,2026-03-30,121.8
2410131383,2026-03-30,64
2410131384,2026-03-30,269.8
2410131387,2026-03-30,73.2
2410131547,2026-03-30,23.58
2410320615,2026-03-30,2100.7
2410883988,2026-03-30,0
2410883991,2026-03-30,26.1
2410883993,2026-03-30,49.98
2410883994,2026-03-30,7.04
2410932742,2026-03-30,694.56
2411087432,2026-03-30,44.24
2411087433,2026-03-30,55
2411290205,2026-03-30,668.64
2510014481,2026-03-30,168.16
2510014482,2026-03-30,60.76
2510014483,2026-03-30,10.5
2510014484,2026-03-30,204.64
2510178139,2026-03-30,129.6
2510178140,2026-03-30,67.42
2510178141,2026-03-30,18.32
2510203103,2026-03-30,186
2510203104,2026-03-30,232.32
2510203105,2026-03-30,79.1
2510203106,2026-03-30,3.4
2510203108,2026-03-30,96.32
2510203109,2026-03-30,45.28
2510203111,2026-03-30,41.84
2510203113,2026-03-30,249.12
2510203114,2026-03-30,152.76
2510203115,2026-03-30,28.76
2510203117,2026-03-30,33.28
2510203118,2026-03-30,27.52
2510203119,2026-03-30,0.92
2510203120,2026-03-30,203.84
2510203121,2026-03-30,41
2510203122,2026-03-30,10.72
2510203123,2026-03-30,43.6
2510203124,2026-03-30,422.4
2510203127,2026-03-30,15.92
2510203128,2026-03-30,697
2510203132,2026-03-30,37.32
2510203133,2026-03-30,8.72
2510203134,2026-03-30,2.24
2510224049,2026-03-30,21.63
2510224167,2026-03-30,15.5
2510317505,2026-03-30,19.12
2510317516,2026-03-30,0
2510317537,2026-03-30,2.23
2510389559,2026-03-30,0
2510389643,2026-03-30,14.17
2510389931,2026-03-30,12.66
2510633381,2026-03-30,24.32
2510633383,2026-03-30,34.32
2510633385,2026-03-30,20.04
2510633386,2026-03-30,56
2510633391,2026-03-30,16.3
2510633393,2026-03-30,688.8
2510633395,2026-03-30,21.8
2510633396,2026-03-30,107.2
2510633397,2026-03-30,17.76
2510633399,2026-03-30,95.4
2510633400,2026-03-30,101.6
2510633402,2026-03-30,16.2
2510633406,2026-03-30,15.54
2510633410,2026-03-30,30.84
2510633411,2026-03-30,686.4
2610026952,2026-03-30,223
2610026976,2026-03-30,39.42
2246006313,2026-03-31,4.24
2310396105,2026-03-31,381.92
2310396106,2026-03-31,322.8
2310396107,2026-03-31,510
2310396108,2026-03-31,24.84
2310396110,2026-03-31,361.44
2310396111,2026-03-31,254.4
2410121326,2026-03-31,56
2410121353,2026-03-31,24
2410121371,2026-03-31,16
2410121424,2026-03-31,3.36
2410121454,2026-03-31,89.28
2410121457,2026-03-31,62.88
2410121574,2026-03-31,225.6
2410131378,2026-03-31,127.8
2410131383,2026-03-31,67.6
2410131384,2026-03-31,264.8
2410131387,2026-03-31,64.8
2410131547,2026-03-31,22.09
2410320615,2026-03-31,2122.4
2410883988,2026-03-31,1
2410883991,2026-03-31,21.8
2410883993,2026-03-31,55.68
2410883994,2026-03-31,9.6
2410932742,2026-03-31,644.16
2411087432,2026-03-31,0.96
2411087433,2026-03-31,77.5
2411290205,2026-03-31,657.6
2510014481,2026-03-31,161.76
2510014482,2026-03-31,22.12
2510014483,2026-03-31,12.3
2510014484,2026-03-31,208.8
2510178139,2026-03-31,53.1
2510178140,2026-03-31,75.16
2510178141,2026-03-31,18.32
2510203103,2026-03-31,182.8
2510203104,2026-03-31,198.08
2510203105,2026-03-31,83.8
2510203106,2026-03-31,3.3
2510203108,2026-03-31,111.84
2510203109,2026-03-31,43.36
2510203111,2026-03-31,42.52
2510203113,2026-03-31,277.28
2510203114,2026-03-31,142.08
2510203115,2026-03-31,34.68
2510203117,2026-03-31,32.32
2510203118,2026-03-31,30.72
2510203119,2026-03-31,3.2
2510203120,2026-03-31,208.96
2510203121,2026-03-31,40.6
2510203122,2026-03-31,12.24
2510203123,2026-03-31,38.72
2510203124,2026-03-31,511.2
2510203127,2026-03-31,30.84
2510203128,2026-03-31,711
2510203132,2026-03-31,43
2510203133,2026-03-31,8.48
2510203134,2026-03-31,4.8
2510224049,2026-03-31,21.88
2510224167,2026-03-31,13.93
2510317505,2026-03-31,19.03
2510317516,2026-03-31,0
2510317537,2026-03-31,2.13
2510389559,2026-03-31,0
2510389643,2026-03-31,14.61
2510389931,2026-03-31,12.67
2510633381,2026-03-31,26.88
2510633383,2026-03-31,38.16
2510633385,2026-03-31,21.6
2510633386,2026-03-31,70.5
2510633390,2026-03-31,65.28
2510633391,2026-03-31,14.8
2510633393,2026-03-31,821.4
2510633395,2026-03-31,23.84
2510633396,2026-03-31,100.4
2510633397,2026-03-31,10.8
2510633399,2026-03-31,105.6
2510633400,2026-03-31,140.8
2510633402,2026-03-31,15
2510633406,2026-03-31,13.98
2510633410,2026-03-31,33.48
2510633411,2026-03-31,679.2
2610026952,2026-03-31,657
2610026976,2026-03-31,25.86
2246006313,2026-04-01,4.6
2310396105,2026-04-01,411.68
2310396106,2026-04-01,292.4
2310396107,2026-04-01,2088
2310396108,2026-04-01,36.52
2310396110,2026-04-01,346.24
2310396111,2026-04-01,203.68
2410121326,2026-04-01,52.8
2410121353,2026-04-01,43.2
2410121371,2026-04-01,33.44
2410121424,2026-04-01,1.44
2410121454,2026-04-01,83.52
2410121457,2026-04-01,21.12
2410121574,2026-04-01,203.52
2410131378,2026-04-01,117.4
2410131383,2026-04-01,47.2
2410131384,2026-04-01,267.8
2410131387,2026-04-01,73.2
2410131547,2026-04-01,25.6
2410320615,2026-04-01,1994.3
2410883988,2026-04-01,1.6
2410883991,2026-04-01,79
2410883993,2026-04-01,45.78
2410883994,2026-04-01,8.32
2410932742,2026-04-01,635.76
2411087432,2026-04-01,1.44
2411087433,2026-04-01,57
2411290205,2026-04-01,719.28
2510014481,2026-04-01,149.6
2510014482,2026-04-01,19.2
2510014483,2026-04-01,9.6
2510014484,2026-04-01,205.44
2510178139,2026-04-01,57.9
2510178140,2026-04-01,63.5
2510178141,2026-04-01,18.32
2510203103,2026-04-01,183.2
2510203104,2026-04-01,141.12
2510203105,2026-04-01,59.5
2510203106,2026-04-01,3.2
2510203108,2026-04-01,90
2510203109,2026-04-01,43.36
2510203111,2026-04-01,42.28
2510203113,2026-04-01,241.28
2510203114,2026-04-01,95.64
2510203115,2026-04-01,35.48
2510203117,2026-04-01,30.24
2510203118,2026-04-01,32.64
2510203119,2026-04-01,1.28
2510203120,2026-04-01,163.36
2510203121,2026-04-01,58.7
2510203122,2026-04-01,12.8
2510203123,2026-04-01,41.16
2510203124,2026-04-01,450.4
2510203127,2026-04-01,13.28
2510203128,2026-04-01,716.5
2510203132,2026-04-01,52.24
2510203133,2026-04-01,9.92
2510203134,2026-04-01,3.52
2510224049,2026-04-01,21.74
2510224167,2026-04-01,13.91
2510317505,2026-04-01,20.74
2510317516,2026-04-01,0
2510317537,2026-04-01,2.22
2510389559,2026-04-01,0
2510389643,2026-04-01,14.23
2510389931,2026-04-01,12.71
2510633381,2026-04-01,13.76
2510633383,2026-04-01,34.68
2510633385,2026-04-01,19.02
2510633386,2026-04-01,63.5
2510633390,2026-04-01,42.88
2510633391,2026-04-01,15.7
2510633393,2026-04-01,781.8
2510633395,2026-04-01,25
2510633396,2026-04-01,103.6
2510633397,2026-04-01,11.76
2510633399,2026-04-01,113.4
2510633400,2026-04-01,144
2510633402,2026-04-01,12.6
2510633406,2026-04-01,13.98
2510633410,2026-04-01,26.22
2510633411,2026-04-01,744
2610026952,2026-04-01,17.2
2610026976,2026-04-01,23.34
2246006313,2026-04-02,4.36
2310396105,2026-04-02,391.04
2310396106,2026-04-02,321.6
2310396107,2026-04-02,600
2310396108,2026-04-02,22.24
2310396110,2026-04-02,353.28
2310396111,2026-04-02,229.12
2410121326,2026-04-02,85
2410121353,2026-04-02,56.96
2410121371,2026-04-02,45.28
2410121424,2026-04-02,1.8
2410121454,2026-04-02,91.2
2410121457,2026-04-02,62.56
2410121574,2026-04-02,216.64
2410131378,2026-04-02,112.2
2410131383,2026-04-02,72.8
2410131384,2026-04-02,306
2410131387,2026-04-02,62.4
2410131547,2026-04-02,25.92
2410320615,2026-04-02,2086
2410883988,2026-04-02,1
2410883991,2026-04-02,97.4
2410883993,2026-04-02,44.82
2410883994,2026-04-02,8.32
2410932742,2026-04-02,616.8
2411087432,2026-04-02,1.44
2411087433,2026-04-02,75.5
2411290205,2026-04-02,564
2510014481,2026-04-02,144.72
2510014482,2026-04-02,66.6
2510014483,2026-04-02,11.4
2510014484,2026-04-02,194.24
2510178139,2026-04-02,96.3
2510178140,2026-04-02,61.74
2510178141,2026-04-02,18.24
2510203103,2026-04-02,190
2510203104,2026-04-02,153.28
2510203105,2026-04-02,145.6
2510203106,2026-04-02,3.3
2510203108,2026-04-02,98.56
2510203109,2026-04-02,50.24
2510203111,2026-04-02,42.6
2510203113,2026-04-02,219.04
2510203114,2026-04-02,94.44
2510203115,2026-04-02,37.24
2510203117,2026-04-02,27.92
2510203118,2026-04-02,29.44
2510203119,2026-04-02,3.08
2510203120,2026-04-02,147.84
2510203121,2026-04-02,36.5
2510203122,2026-04-02,11.48
2510203123,2026-04-02,52.88
2510203124,2026-04-02,375.2
2510203125,2026-04-02,4.16
2510203127,2026-04-02,15.96
2510203128,2026-04-02,698.5
2510203129,2026-04-02,0
2510203132,2026-04-02,46.56
2510203133,2026-04-02,10
2510203134,2026-04-02,3.52
2510224049,2026-04-02,21.54
2510224167,2026-04-02,13.97
2510317505,2026-04-02,20.75
2510317516,2026-04-02,0
2510317537,2026-04-02,2.12
2510389559,2026-04-02,0
2510389643,2026-04-02,14.12
2510389931,2026-04-02,12.68
2510633381,2026-04-02,9.92
2510633383,2026-04-02,33.28
2510633385,2026-04-02,34.68
2510633386,2026-04-02,49
2510633390,2026-04-02,40.64
2510633391,2026-04-02,14.2
2510633393,2026-04-02,696
2510633395,2026-04-02,24.84
2510633396,2026-04-02,101.6
2510633397,2026-04-02,12.24
2510633399,2026-04-02,112.2
2510633400,2026-04-02,152
2510633402,2026-04-02,23.4
2510633406,2026-04-02,14.04
2510633410,2026-04-02,25.62
2510633411,2026-04-02,731.2
2610026952,2026-04-02,533.2
2610026976,2026-04-02,21
2246006313,2026-04-03,4.6
2310396105,2026-04-03,494.4
2310396106,2026-04-03,378.8
2310396107,2026-04-03,567
2310396108,2026-04-03,24.84
2310396110,2026-04-03,364
2310396111,2026-04-03,264.16
2410121326,2026-04-03,73.2
2410121353,2026-04-03,90.88
2410121371,2026-04-03,35.68
2410121424,2026-04-03,0.36
2410121454,2026-04-03,78.72
2410121457,2026-04-03,64.64
2410121574,2026-04-03,226.4
2410131378,2026-04-03,129.6
2410131383,2026-04-03,68.4
2410131384,2026-04-03,278
2410131387,2026-04-03,45.6
2410131547,2026-04-03,25.63
2410320615,2026-04-03,2058
2410883988,2026-04-03,1.6
2410883991,2026-04-03,21.7
2410883993,2026-04-03,29.04
2410883994,2026-04-03,8.32
2410932742,2026-04-03,578.4
2411087432,2026-04-03,1.76
2411087433,2026-04-03,54
